year,local,CTPRVN_CD,CTP_ENG_NM,CTP_KOR_NM,var1,var2,var3,var4,var5,var6,var7,var8,var9,var10,var11,var12,var13,var14,var15,var16,var17,var18,var19,var20,var21,var22,var23,var24,var25,var26,var27,var28,var29,var30,var31,var32,var33,var34,var35,var36,var37,var38,var39,var40,var41,var42,var43,var44,var45,var46,var47
2007,대구,27,Daegu,대구광역시,,,,,,,,,,,,,,,,"3,802,089","3,802,089","3,802,089","3,802,089",41.3,14.3,26.99,"377,249","712,378","2,639,000",568,"1,418,824","36,154,426","42,074,727",,,,,,,63.9,80.8,8.9,"2,493,261",열린우리당,4th,김범일,한나라당,70.15,이재용,열린우리당,21.08
2007,인천,28,Incheon,인천광역시,,,,,,,,,,,,,,,,"5,005,171","5,005,171","5,005,171","5,005,171",53.8,23.33,30.48,"733,616","958,614","3,144,586",714,"1,874,740","54,061,455","64,675,503",,,,,,,69.8,79.7,7.7,"2,664,576",열린우리당,4th,안상수,한나라당,61.93,최기선,열린우리당,23.58
2007,광주,29,Gwangju,광주광역시,,,,,,,,,,,,,,,,"2,477,107","2,477,107","2,477,107","2,477,107",49.6,16.16,33.45,"265,908","550,315","1,644,992",510,"717,911","23,470,470","27,392,264",,,,,,,54.2,75.9,8.1,"1,413,444",열린우리당,4th,박광태,민주당,51.61,조영택,열린우리당,33.94
2007,대전,30,Daejeon,대전광역시,,,,,,,,,,,,,,,,"2,272,599","2,272,599","2,272,599","2,272,599",49.9,19.04,30.87,"300,314","486,942","1,577,372",653,"956,671","24,669,345","29,906,786",,,,,,,72.1,83.1,7.7,"1,475,659",열린우리당,4th,박성효,한나라당,43.83,염홍철,열린우리당,41.14
2007,울산,31,Ulsan,울산광역시,,,,,,,,,,,,,,,,"1,763,057","1,763,057","1,763,057","1,763,057",52.7,29,23.74,"352,568","288,594","1,215,680",610,"666,381","49,982,207","65,950,587",,,,,,,68.4,84.6,6,"1,099,995",열린우리당,4th,박맹우,한나라당,63.23,노옥희,민주노동당,25.25
2007,세종,36,Sejong-si,세종특별자치시,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,-,-,-,-,열린우리당,4th,,,,,,
2007,경기,41,Gyeonggi-do,경기도,,,,,,,,,,,,,,,,"12,727,221","12,727,221","12,727,221","12,727,221",49.6,18.81,30.77,"1,621,738","2,652,392","8,620,410",531,"5,795,300","221,225,028","255,550,481",,,,,,,74.9,85.1,7.8,"11,106,211",열린우리당,4th,김문수,한나라당,59.68,진대제,열린우리당,30.75
2007,강원,42,Gangwon-do,강원도,,,,,,,,,,,,,,,,"2,967,840","2,967,840","2,967,840","2,967,840",68.1,9.99,58.11,"226,157","1,315,883","2,264,500",375,"564,800","27,805,160","32,853,097",,,,,,,28.3,75.8,13.4,"1,503,806",열린우리당,4th,김진선,한나라당,70.56,이창복,열린우리당,22.19
2007,충북,43,Chungcheongbuk-do,충청북도,,,,,,,,,,,,,,,,"2,369,456","2,369,456","2,369,456","2,369,456",68.7,13.13,55.61,"232,489","984,857","1,771,103",305,"455,760","32,758,094","38,575,637",,,,,,,33.3,76.9,12.4,"1,506,608",열린우리당,4th,정우택,한나라당,59.66,한범덕,열린우리당,30.63
2007,충남,44,Chungcheongnam-do,충청남도,,,,,,,,,,,,,,,,"3,108,717","3,108,717","3,108,717","3,108,717",82,22.89,59.12,"585,225","1,511,141","2,556,200",365,"720,000","60,502,127","76,413,497",,,,,,,36.9,73.3,14.3,"1,995,531",열린우리당,4th,이완구,한나라당,46.31,이명수,국민중심당,25.54
2007,전북,45,Jeollabuk-do,전라북도,,,,,,,,,,,,,,,,"3,110,963","3,110,963","3,110,963","3,110,963",81.4,16.57,64.86,"430,067","1,683,259","2,595,069",235,"439,553","30,806,405","37,890,302",,,,,,,23.5,69.8,14.3,"1,862,277",열린우리당,4th,김완주,열린우리당,48.08,정균환,민주당,36.53
2007,전남,46,Jellanam-do,전라남도,,,,,,,,,,,,,,,,"4,126,645","4,126,645","4,126,645","4,126,645",83.6,11.06,72.54,"353,740","2,319,620","3,197,816",164,"319,310","49,493,679","61,058,914",,,,,,,20.1,67,17.2,"1,929,836",열린우리당,4th,박준영,민주당,67.69,서범석,열린우리당,19.19
2007,경북,47,Gyeongsangbuk-do,경상북도,,,,,,,,,,,,,,,,"4,105,818","4,105,818","4,105,818","4,105,818",75.8,13.24,62.55,"417,235","1,971,451","3,151,657",249,"670,000","71,809,595","83,621,419",,,,,,,28.9,75.9,14.6,"2,681,364",열린우리당,4th,김관용,한나라당,76.8,박명재,열린우리당,23.19
2007,경남,48,Gyeongsangnam-do,경상남도,,,,,,,,,,,,,,,,"4,784,953","4,784,953","4,784,953","4,784,953",72.4,14.55,57.8,"506,543","2,012,531","3,481,618",319,"1,012,000","75,474,050","85,284,496",,,,,,,39.1,74.8,11.1,"3,196,953",열린우리당,4th,김태호,한나라당,63.12,김두관,열린우리당,25.41
2007,제주,50,Jeju-do,제주특별자치도,,,,,,,,,,,,,,,,"2,354,442","2,354,442","2,354,442","2,354,442",62.3,21.25,41.06,"393,658","760,464","1,852,139",748,"418,032","9,308,795","11,335,159",,,,,,,26.4,63.7,11,"559,258",열린우리당,4th,김태환,무소속,42.73,현명관,한나라당,41.1
2008,서울,11,Seoul,서울특별시,,,,,,,,,,,,,,,,"19,432,292","13,913,465","809,628","4,709,199",78.1,67.17,10.95,"8,928,356","1,455,448","13,293,000","1,059","10,797,539","282,065,734","317,128,072",21.5,"4,805,183","22,334,166",24.6,"5,048,393","448,106",88.3,93.6,8.7,"10,200,827",한나라당,4th,오세훈,한나라당,61.05,강금실,열린우리당,27.31
2008,부산,26,Busan,부산광역시,,,,,,,,,,,,,,,,"7,315,645","4,841,821","612,257","1,861,567",79.2,49.84,29.39,"2,227,780","1,313,502","4,469,886",637,"2,285,899","63,844,756","70,785,024",12,"921,573","7,695,678",31.7,"2,318,215","121,883",60.5,75.4,10.2,"3,564,577",한나라당,4th,허남식,한나라당,65.54,오거돈,열린우리당,24.12
2008,대구,27,Daegu,대구광역시,,,,,,,,,,,,,,,,"4,390,975","3,080,292","412,249","898,433",63.7,32.66,31.05,"964,770","917,153","2,953,900",598,"1,492,032","37,335,462","42,614,503",11.9,"602,745","5,055,510",31.4,"1,449,807","136,680",59.5,78.4,9.3,"2,492,724",한나라당,4th,김범일,한나라당,70.15,이재용,열린우리당,21.08
2008,인천,28,Incheon,인천광역시,,,,,,,,,,,,,,,,"5,827,141","3,702,494","1,187,992","936,656",80.6,51.82,28.79,"1,743,471","968,742","3,364,351",764,"2,036,467","53,700,045","64,033,773",13.7,"833,832","6,098,164",26.2,"1,458,393","138,204",71,80.3,8,"2,692,696",한나라당,4th,안상수,한나라당,61.93,최기선,열린우리당,23.58
2008,광주,29,Gwangju,광주광역시,,,,,,,,,,,,,,,,"2,629,642","2,005,159","243,906","380,577",81.1,46.08,35,"877,330","666,430","1,903,849",582,"822,355","24,213,929","27,791,206",12.6,"401,427","3,184,734",33.9,"1,041,700","39,371",52.6,74.2,8.3,"1,422,702",한나라당,4th,박광태,민주당,51.61,조영택,열린우리당,33.94
2008,대전,30,Daejeon,대전광역시,,,,,,,,,,,,,,,,"2,384,798","1,801,689","267,323","315,787",83.3,51.79,31.5,"882,795","536,952","1,704,445",629,"928,467","26,159,588","30,273,625",12.1,"363,460","3,009,567",31.8,"892,606","64,167",66.4,80.1,8.1,"1,480,895",한나라당,4th,박성효,한나라당,43.83,염홍철,열린우리당,41.14
2008,울산,31,Ulsan,울산광역시,,,,,,,,,,,,,,,,"2,089,036","1,492,110","289,096","307,830",85.1,58,27.11,"831,673","388,701","1,433,832",713,"783,885","53,267,149","64,401,338",15.6,"414,702","2,664,378",19.6,"487,691","33,676",69.9,82.6,6.3,"1,112,407",한나라당,4th,박맹우,한나라당,63.23,노옥희,민주노동당,25.25
2008,세종,36,Sejong-si,세종특별자치시,,,,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,한나라당,4th,,,,,,
2008,경기,41,Gyeonggi-do,경기도,,,,,,,,,,,,,,,,"12,491,095","10,029,721","1,273,172","1,188,202",90.4,58.63,31.74,"5,620,777","3,043,150","9,587,663",556,"6,180,000","235,058,658","268,221,081",14.8,"3,914,775","26,516,799",20.3,"4,997,367","387,457",76.3,85.2,8.1,"11,292,264",한나라당,4th,김문수,한나라당,59.68,진대제,열린우리당,30.75
2008,강원,42,Gangwon-do,강원도,,,,,,,,,,,,,,,,"3,020,892","2,607,010","197,836","216,047",87.6,26.4,61.18,"649,268","1,504,769","2,459,700",388,"583,000","29,005,514","33,674,653",7.2,"573,422","7,925,840",18.3,"1,324,714","121,829",28.2,75.8,13.9,"1,508,575",한나라당,4th,김진선,한나라당,70.56,이창복,열린우리당,22.19
2008,충북,43,Chungcheongbuk-do,충청북도,,,,,,,,,,,,,,,,"2,531,082","2,138,356","164,997","227,728",87.4,29.68,57.76,"579,224","1,127,281","1,951,688",316,"475,810","33,762,843","37,908,674",8.1,"505,055","6,201,125",21.5,"1,210,078","124,205",34.2,76.1,12.7,"1,519,587",한나라당,4th,정우택,한나라당,59.66,한범덕,열린우리당,30.63
2008,충남,44,Chungcheongnam-do,충청남도,,,,,,,,,,,,,,,,"3,662,842","2,997,671","318,446","346,724",89.4,22.81,66.59,"665,100","1,941,409","2,915,300",429,"856,000","65,704,608","80,523,469",8.1,"711,204","8,731,015",19.7,"1,546,779","173,653",37.8,73.5,14.5,"2,018,537",한나라당,4th,이완구,한나라당,46.31,이명수,국민중심당,25.54
2008,전북,45,Jeollabuk-do,전라북도,,,,,,,,,,,,,,,,"3,468,486","2,957,545","149,918","361,024",90.4,24.9,65.47,"670,213","1,762,121","2,691,478",232,"432,000","32,826,334","39,294,329",9.8,"849,987","8,683,770",23,"1,854,016","144,577",22.6,70.1,14.7,"1,855,772",한나라당,4th,김완주,열린우리당,48.08,정균환,민주당,36.53
2008,전남,46,Jellanam-do,전라남도,,,,,,,,,,,,,,,,"4,717,789","4,026,062","217,351","474,375",90.5,19.32,71.19,"669,423","2,466,626","3,465,069",199,"384,260","54,111,971","61,841,218",7.4,"871,988","11,728,441",18.6,"2,006,846","169,903",21.4,69.5,17.6,"1,919,000",한나라당,4th,박준영,민주당,67.69,서범석,열린우리당,19.19
2008,경북,47,Gyeongsangbuk-do,경상북도,,,,,,,,,,,,,,,,"4,592,533","3,888,972","229,776","473,785",88.9,25.96,62.95,"890,549","2,159,422","3,430,200",272,"730,000","76,391,528","86,102,708",9.8,"1,216,034","12,446,214",18.9,"2,165,757","185,350",28.7,75.1,15.1,"2,673,931",한나라당,4th,김관용,한나라당,76.8,박명재,열린우리당,23.19
2008,경남,48,Gyeongsangnam-do,경상남도,,,,,,,,,,,,,,,,"5,232,865","4,564,237","263,117","405,511",91.3,35.54,55.74,"1,495,856","2,346,414","4,209,279",399,"1,274,000","82,448,732","89,539,592",8.9,"1,130,634","12,657,122",19.4,"2,261,505","197,864",39.4,74.5,11.4,"3,225,255",한나라당,4th,김태호,한나라당,63.12,김두관,열린우리당,25.41
2008,제주,50,Jeju-do,제주특별자치도,,,,,,,,,,,,,,,,"2,569,302","2,123,266","168,774","277,262",80.4,37.5,42.9,"742,237","849,051","1,979,121",787,"440,050","9,602,448","11,450,325",10.6,"235,271","2,215,074",13.4,"269,143","27,609",26.3,67.4,11.5,"560,618",한나라당,4th,김태환,무소속,42.73,현명관,한나라당,41.1
2009,서울,11,Seoul,서울특별시,,,,,,,,,,,-15.49,"21,862,431","18,476,900","21,354,800","507,631","22,767,443","16,260,091","892,887","5,614,465",75.4,61.62,13.82,"9,229,442","2,070,538","14,979,000","1,199","12,227,358","293,694,316","321,873,162",18.1,"4,759,222","26,298,492",27.4,"6,647,606","554,143",92,93.7,9.2,"10,208,302",한나라당,4th,오세훈,한나라당,61.05,강금실,열린우리당,27.31
2009,부산,26,Busan,부산광역시,,,,,,,,,,,-9.57,"7,460,036","6,746,030","7,441,080","18,956","8,227,173","5,666,414","566,224","1,994,534",76.4,44.46,31.92,"2,125,914","1,526,214","4,781,367",650,"2,318,315","63,676,073","68,336,815",10.6,"928,095","8,765,504",35.5,"2,971,582","142,663",58.3,74,10.8,"3,543,030",한나라당,4th,허남식,한나라당,65.54,오거돈,열린우리당,24.12
2009,대구,27,Daegu,대구광역시,,,,,,,,,,,-10.01,"4,495,707","4,045,540","4,157,810","337,897","5,124,173","3,570,114","378,904","1,175,156",73.6,41.58,31.98,"1,369,576","1,053,513","3,294,000",599,"1,493,019","37,943,622","41,429,265",12.7,"732,464","5,763,488",37.2,"1,981,034","161,600",54.7,75.3,9.7,"2,489,781",한나라당,4th,김범일,한나라당,70.15,이재용,열린우리당,21.08
2009,인천,28,Incheon,인천광역시,,,,,,,,,,,-12.54,"7,019,105","6,138,940","6,935,060","84,045","7,258,997","4,566,683","1,528,173","1,164,141",83.8,55.53,28.27,"2,220,485","1,130,433","3,998,678",869,"2,341,082","56,344,673","63,153,061",12.9,"977,825","7,587,540",29,"2,036,702","161,472",74.2,82,8.3,"2,710,579",한나라당,4th,안상수,한나라당,61.93,최기선,열린우리당,23.58
2009,광주,29,Gwangju,광주광역시,,,,,,,,,,,-10.14,"2,945,868","2,647,230","2,945,370",498,"3,167,976","2,484,948","255,477","427,552",81.1,43.19,37.93,"873,805","767,486","2,023,211",561,"798,779","25,191,120","27,180,608",11.7,"441,607","3,788,925",38.3,"1,400,802","49,960",48.3,73.6,8.7,"1,433,640",한나라당,4th,박광태,민주당,51.61,조영택,열린우리당,33.94
2009,대전,30,Daejeon,대전광역시,,,,,,,,,,,-15.8,"2,798,957","2,356,810","2,698,470","100,487","2,836,671","2,286,320","272,998","277,353",85.6,52.51,33.04,"1,008,257","634,388","1,920,005",635,"940,122","27,928,016","31,068,315",10,"354,099","3,527,106",34.9,"1,161,744","69,328",59.3,74.5,8.4,"1,484,180",한나라당,4th,박성효,한나라당,43.83,염홍철,열린우리당,41.14
2009,울산,31,Ulsan,울산광역시,,,,,,,,,,,-9.98,"2,105,357","1,895,150","2,104,270","1,087","2,236,932","1,686,034","334,532","216,366",84,52.54,31.47,"833,754","499,390","1,586,841",762,"847,531","51,193,872","63,392,764",12.1,"340,159","2,822,463",24.6,"654,181","38,884",67.7,80.2,6.6,"1,114,866",한나라당,4th,박맹우,한나라당,63.23,노옥희,민주노동당,25.25
2009,세종,36,Sejong-si,세종특별자치시,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,한나라당,4th,,,,,,
2009,경기,41,Gyeonggi-do,경기도,,,,,,,,,,,-8.19,"12,518,250","11,492,600","12,495,300","22,950","13,493,963","11,016,968","1,358,833","1,118,162",90,54.92,35.06,"5,532,962","3,531,871","10,075,151",554,"6,258,000","248,016,323","273,835,863",14.1,"4,034,835","28,648,433",23.9,"6,345,340","511,475",75.9,84.4,8.4,"11,460,610",한나라당,4th,김문수,한나라당,59.68,진대제,열린우리당,30.75
2009,강원,42,Gangwon-do,강원도,,,,,,,,,,,-8.72,"3,605,803","3,291,230","3,544,180","61,623","3,601,587","3,218,996","177,569","205,023",88.2,26.59,61.6,"707,913","1,639,836","2,662,000",386,"583,000","30,215,541","33,976,932",5.9,"524,364","8,823,735",20.9,"1,682,815","163,373",28,75.4,14.4,"1,512,870",한나라당,4th,김진선,한나라당,70.56,이창복,열린우리당,22.19
2009,충북,43,Chungcheongbuk-do,충청북도,,,,,,,,,,,-11.75,"2,775,627","2,449,470","2,746,240","29,387","2,926,324","2,548,178","154,068","224,078",88.8,28.9,59.86,"642,203","1,330,356","2,222,411",325,"493,840","35,601,751","40,008,263",7.7,"522,783","6,770,626",24.9,"1,561,403","126,910",33.3,74.6,13,"1,527,478",한나라당,4th,정우택,한나라당,59.66,한범덕,열린우리당,30.63
2009,충남,44,Chungcheongnam-do,충청남도,,,,,,,,,,,-7.33,"3,851,883","3,569,560","3,884,450","-32,567","4,191,662","3,593,614","223,559","374,490",88.9,22.43,66.43,"726,331","2,150,865","3,238,000",426,"860,385","73,497,025","82,604,137",6.5,"629,565","9,622,238",23,"2,032,579","182,449",36.6,72.4,14.8,"2,037,582",한나라당,4th,이완구,한나라당,46.31,이명수,국민중심당,25.54
2009,전북,45,Jeollabuk-do,전라북도,,,,,,,,,,,-6.31,"3,851,518","3,608,380","3,858,120","-6,602","4,031,581","3,536,005","154,150","341,427",91.5,25.44,66.08,"780,704","2,027,918","3,068,850",269,"500,000","35,701,674","39,655,937",8.1,"768,532","9,535,947",25.7,"2,318,591","135,385",23.6,71.7,15,"1,854,508",한나라당,4th,김완주,열린우리당,48.08,정균환,민주당,36.53
2009,전남,46,Jellanam-do,전라남도,,,,,,,,,,,-10.33,"5,209,365","4,671,360","5,122,610","86,755","5,252,444","4,566,316","221,855","464,274",91.6,19.55,72.09,"767,013","2,828,002","3,923,104",202,"387,000","53,015,444","61,529,089",6.1,"786,886","12,824,560",20.5,"2,444,475","181,565",19.4,67.9,18,"1,913,004",한나라당,4th,박준영,민주당,67.69,서범석,열린우리당,19.19
2009,경북,47,Gyeongsangbuk-do,경상북도,,,,,,,,,,,-6.88,"5,100,437","4,749,510","5,041,910","58,527","5,372,353","4,668,138","251,522","452,693",84.7,19.65,65.03,"759,037","2,512,179","3,863,300",284,"760,000","79,081,552","85,724,356",8.1,"1,092,577","13,542,556",23.1,"2,891,062","231,226",27.7,74.6,15.4,"2,669,876",한나라당,4th,김관용,한나라당,76.8,박명재,열린우리당,23.19
2009,경남,48,Gyeongsangnam-do,경상남도,,,,,,,,,,,-11.65,"5,775,373","5,102,770","5,492,470","282,903","6,248,772","5,234,716","631,296","382,760",91.6,34.03,57.6,"1,541,066","2,608,413","4,528,329",434,"1,400,000","86,011,704","92,664,822",8.1,"1,098,128","13,631,421",23,"2,950,703","179,372",39.4,75,11.6,"3,250,176",한나라당,4th,김태호,한나라당,63.12,김두관,열린우리당,25.41
2009,제주,50,Jeju-do,제주특별자치도,,,,,,,,,,,-12.94,"2,741,400","2,386,780","2,741,600",-200,"3,050,034","2,568,306","169,762","311,966",81.9,36.68,45.25,"813,809","1,004,022","2,218,931",798,"447,120","10,595,922","12,158,772",10.6,"255,095","2,398,131",15.4,"337,378","31,601",25.2,65,11.9,"562,663",한나라당,4th,김태환,무소속,42.73,현명관,한나라당,41.1
2010,서울,11,Seoul,서울특별시,,,,,,,,,,,-7.71,"18,843,509","17,390,061","18,438,983","404,526","19,978,233","14,589,232","766,709","4,622,292",74.8,59.64,15.11,"9,197,924","2,330,783","15,422,000","1,136","11,595,724","313,281,033","333,249,300",19.6,"4,696,765","23,973,185",28.5,"6,332,782","498,814",85.8,87.2,9.7,"10,312,545",한나라당,5th,오세훈,한나라당,47.43,한명숙,민주당,46.83
2010,부산,26,Busan,부산광역시,,,,,,,,,,,-6.71,"7,368,834","6,874,702","7,353,579","15,255","8,155,994","5,830,656","601,796","1,723,542",76,41.89,34.12,"2,304,517","1,877,230","5,501,915",748,"2,650,572","66,831,000","71,968,834",11.1,"995,365","8,997,546",34.8,"2,983,681","149,071",57.6,72.5,11.3,"3,567,910",한나라당,5th,허남식,한나라당,55.42,김정길,민주당,44.57
2010,대구,27,Daegu,대구광역시,,,,,,,,,,,-7.24,"4,629,400","4,294,006","4,357,074","272,325","5,089,527","3,555,190","358,791","1,175,546",76.3,39.89,36.38,"1,438,692","1,312,046","3,606,800",693,"1,725,645","40,617,109","44,114,977",12.3,"708,127","5,748,003",37.8,"2,005,610","164,613",56.3,73.6,10,"2,511,676",한나라당,5th,김범일,한나라당,72.92,이승천,민주당,16.86
2010,인천,28,Incheon,인천광역시,,,,,,,,,,,-11.92,"6,304,014","5,552,760","6,169,097","134,917","6,419,640","3,699,657","1,588,251","1,131,732",82.3,52.4,29.87,"2,164,601","1,234,131","4,131,118",927,"2,511,708","63,266,348","69,301,148",13.9,"933,876","6,737,702",32,"1,995,956","157,833",70.4,80.1,8.6,"2,758,296",한나라당,5th,송영길,민주당,52.69,안상수,한나라당,44.38
2010,광주,29,Gwangju,광주광역시,,,,,,,,,,,-4.69,"2,797,329","2,666,040","2,794,359","2,969","2,904,634","2,306,041","285,618","312,975",82.7,39.24,43.43,"849,630","940,204","2,165,084",650,"932,079","27,882,311","30,457,831",10.2,"371,096","3,636,873",40.4,"1,404,483","63,537",47.5,69.2,9,"1,454,636",한나라당,5th,강운태,민주당,56.73,정찬용,국민참여당,14.48
2010,대전,30,Daejeon,대전광역시,,,,,,,,,,,-7.59,"2,665,674","2,463,355","2,660,427","5,247","2,716,954","2,197,916","273,529","245,510",83.6,42.9,40.73,"865,365","821,527","2,017,092",667,"989,408","30,224,696","33,247,905",10.9,"375,213","3,449,541",36.4,"1,184,503","72,725",56.3,71.9,8.7,"1,503,664",한나라당,5th,염홍철,자유선진당,46.67,박성효,한나라당,28.5
2010,울산,31,Ulsan,울산광역시,,,,,,,,,,,-6.25,"1,960,304","1,837,728","1,952,261","8,043","2,234,195","1,675,265","340,833","218,098",82.7,48.38,34.32,"789,920","560,330","1,632,681",817,"911,377","61,089,898","66,254,235",13.5,"368,076","2,724,594",26.2,"671,860","41,511",67.2,78.8,6.8,"1,126,298",한나라당,5th,박맹우,한나라당,61.26,김창현,민주노동당,29.25
2010,세종,36,Sejong-si,세종특별자치시,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,-,-,-,-,-,-,-,-,-,-,한나라당,5th,,,,,,
2010,경기,41,Gyeonggi-do,경기도,,,,,,,,,,,-10.64,"12,656,597","11,309,547","12,346,265","310,332","13,854,981","11,179,948","1,671,537","1,003,496",89.3,49.01,40.33,"4,982,060","4,099,395","10,165,354",519,"5,949,400","278,532,130","300,716,256",15.1,"4,235,579","28,036,308",25.3,"6,616,266","469,164",72.8,81.5,8.7,"11,786,622",한나라당,5th,김문수,한나라당,52.2,유시민,국민참여당,47.79
2010,강원,42,Gangwon-do,강원도,,,,,,,,,,,-0.7,"3,418,283","3,394,309","3,393,865","24,418","3,590,472","3,133,984","263,670","192,818",88.3,24.39,63.89,"706,715","1,851,670","2,898,000",417,"630,500","31,728,914","35,452,559",6.6,"563,231","8,478,232",20.7,"1,616,570","137,598",27.1,71.7,14.8,"1,529,818",한나라당,5th,이광재,민주당,54.36,이계진,한나라당,45.63
2010,충북,43,Chungcheongbuk-do,충청북도,,,,,,,,,,,-6.52,"2,862,424","2,675,797","2,833,721","28,704","2,962,922","2,589,470","153,799","219,653",89.1,26.84,62.28,"664,763","1,542,264","2,476,485",390,"596,440","40,324,269","43,503,412",7.7,"522,461","6,741,710",24.5,"1,519,975","130,273",33.7,70.9,13.2,"1,549,528",한나라당,5th,이시종,민주당,51.22,정우택,한나라당,45.91
2010,충남,44,Chungcheongnam-do,충청남도,,,,,,,,,,,-3.97,"4,023,427","3,863,521","3,958,228","65,199","4,217,013","3,638,030","214,396","364,588",88.8,18.57,70.21,"620,641","2,346,756","3,342,700",385,"785,000","85,104,574","92,056,862",7.8,"764,691","9,844,026",22.4,"2,003,174","199,171",36.6,71.7,14.9,"2,075,514",한나라당,5th,안희정,민주당,42.25,박상돈,자유선진당,39.94
2010,전북,45,Jeollabuk-do,전라북도,,,,,,,,,,,-3.91,"3,927,260","3,773,704","3,824,681","102,578","3,986,970","3,472,646","170,021","344,303",90.1,22.39,67.71,"720,160","2,177,341","3,215,889",317,"588,500","37,740,823","41,674,930",8.5,"789,632","9,268,892",25.9,"2,249,556","147,487",24.6,68.9,15.2,"1,868,963",한나라당,5th,김완주,민주당,68.67,정운천,한나라당,18.2
2010,전남,46,Jellanam-do,전라남도,,,,,,,,,,,-6.83,"5,259,537","4,900,251","5,152,175","107,362","5,410,797","4,709,214","261,941","439,642",91.9,19.45,72.43,"862,605","3,211,379","4,434,032",275,"527,000","61,792,939","67,644,440",6.5,"814,620","12,495,564",20.5,"2,396,836","166,791",20.6,64.4,18.3,"1,918,485",한나라당,5th,박준영,민주당,68.3,김대식,한나라당,13.39
2010,경북,47,Gyeongsangbuk-do,경상북도,,,,,,,,,,,-5.07,"5,217,603","4,953,270","5,098,033","119,571","5,465,664","4,688,533","318,580","458,552",85.5,21.41,64.04,"943,343","2,820,841","4,405,120",348,"930,000","87,700,608","92,044,050",9.3,"1,253,487","13,512,263",22.8,"2,857,786","224,575",29.3,73,15.6,"2,689,920",한나라당,5th,김관용,한나라당,75.36,홍의락,민주당,11.82
2010,경남,48,Gyeongsangnam-do,경상남도,,,,,,,,,,,-7.66,"5,577,435","5,150,433","5,372,030","205,405","5,889,737","5,048,118","460,118","381,501",91.7,30.88,60.81,"1,467,375","2,889,862","4,751,973",504,"1,638,800","90,168,392","98,297,235",9.3,"1,244,887","13,315,865",23.5,"2,937,970","188,873",42.9,73.3,11.8,"3,290,536",한나라당,5th,김두관,무소속,53.5,이달곤,한나라당,46.49
2010,제주,50,Jeju-do,제주특별자치도,,,,,,,,,,,-7.18,"2,663,519","2,472,308","2,662,465","1,054","2,727,155","2,262,974","167,326","296,855",77.4,29.21,48.24,"646,837","1,068,247","2,214,565",841,"473,049","11,158,882","12,380,394",10.8,"250,537","2,322,091",15.4,"322,859","35,097",26.1,62.1,12.2,"571,255",한나라당,5th,우근민,무소속,41.4,현명관,무소속,40.55
2011,서울,11,Seoul,서울특별시,,,,,,,,,,,-6.96,"17,908,530","16,661,571","18,428,134","-519,604","20,499,280","14,502,962","780,144","5,216,173",76.4,59.28,17.11,"8,620,983","2,488,363","14,543,365","1,140","11,756,466","326,415,107","343,756,313",21.4,"4,831,387","22,568,726",31.2,"6,566,827","465,873",90.3,91.7,10.2,"10,249,679",한나라당,5th,오세훈,한나라당,47.43,한명숙,민주당,46.83
2011,부산,26,Busan,부산광역시,,,,,,,,,,,-4.78,"7,169,306","6,826,640","7,162,532","6,774","8,358,738","6,146,767","553,059","1,658,911",77,43.82,33.15,"2,434,245","1,841,628","5,555,484",735,"2,624,028","68,484,173","73,792,908",12.1,"1,138,634","9,426,558",34.8,"3,117,870","165,200",56.4,74.3,11.8,"3,550,963",한나라당,5th,허남식,한나라당,55.42,김정길,민주당,44.57
2011,대구,27,Daegu,대구광역시,,,,,,,,,,,-3.23,"4,625,009","4,475,596","4,429,085","195,924","5,301,000","3,615,262","479,962","1,205,776",74.6,31.52,43.08,"1,151,554","1,574,103","3,653,800",644,"1,618,463","42,635,794","45,657,599",11.9,"696,144","5,855,326",39,"2,101,833","184,602",53.5,74.1,10.4,"2,507,271",한나라당,5th,김범일,한나라당,72.92,이승천,민주당,16.86
2011,인천,28,Incheon,인천광역시,,,,,,,,,,,-8.29,"6,163,580","5,652,504","6,109,640","53,939","6,228,865","4,063,296","1,143,892","1,021,677",78.6,45.28,33.29,"1,789,336","1,315,371","3,951,595",799,"2,203,066","64,417,599","70,536,942",12.5,"895,169","7,140,305",32.9,"2,198,157","152,987",69.3,79.4,8.9,"2,801,274",한나라당,5th,송영길,민주당,52.69,안상수,한나라당,44.38
2011,광주,29,Gwangju,광주광역시,,,,,,,,,,,-7.95,"3,120,226","2,872,316","3,118,044","2,182","3,225,899","2,542,676","322,716","360,507",82.7,36.14,46.57,"845,739","1,089,844","2,340,319",634,"922,939","28,678,421","31,011,787",11.8,"476,705","4,046,578",38.5,"1,492,425","63,837",47.5,69.9,9.3,"1,463,464",한나라당,5th,강운태,민주당,56.73,정찬용,국민참여당,14.48
